customer_id,price_sensitivity,quality_expectations,travel_frequency,avg_spend_per_night,avg_nights_stay,avg_lead_time,cancellation_rate,avg_overall_rating,Cluster,Segment_Name
CUST-001311,0.549,0.585,3,147.23333333333332,3.1666666666666665,52.5,0.16666666666666666,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001312,0.225,0.805,10,285.445,8.0,75.5,0.0,3.6666666666666665,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-001313,0.33,0.711,11,307.225,5.0,71.5,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-001314,0.939,0.223,5,124.26599999999999,1.8,17.4,0.0,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-001315,0.269,0.794,7,392.578,5.2,85.2,0.0,3.5,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-001316,0.348,0.662,15,493.985,5.0,84.0,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-001317,0.712,0.582,6,224.6875,3.25,72.5,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001318,0.691,0.541,4,224.88666666666668,2.6666666666666665,73.0,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001319,0.423,0.768,14,336.395,2.5,75.0,0.0,3.0,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-001320,0.752,0.279,3,145.63333333333335,2.3333333333333335,24.0,0.0,4.2,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-001321,0.617,0.505,5,122.57,3.5,75.5,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001322,0.369,0.676,9,399.07,5.0,61.0,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-001323,0.446,0.573,4,190.865,3.5,55.0,0.0,3.8333333333333335,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001324,0.496,0.673,9,382.26,3.6,75.6,0.2,3.5,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-001325,0.631,0.551,4,144.96,2.0,77.0,0.0,3.6666666666666665,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001326,0.446,0.562,7,176.246,5.0,60.0,0.0,3.6,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001327,0.696,0.674,6,225.26333333333332,3.5,75.0,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001328,0.579,0.547,3,116.63,2.6666666666666665,45.333333333333336,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001329,0.896,0.333,3,103.94666666666667,1.6666666666666667,23.333333333333332,0.0,3.8,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-001330,0.137,0.907,10,391.83,4.0,97.0,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-001331,0.501,0.511,4,105.74000000000001,3.6666666666666665,62.0,0.0,3.6666666666666665,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001332,0.909,0.343,2,125.598,1.6,29.0,0.2,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-001333,0.652,0.508,5,197.94,2.6,66.0,0.2,3.4,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001334,0.536,0.579,8,176.32666666666668,3.0,58.166666666666664,0.0,3.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001335,0.221,0.894,7,324.79499999999996,2.0,59.5,0.0,3.0,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-001336,0.425,0.507,3,142.15,2.6666666666666665,38.666666666666664,0.0,4.166666666666667,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001337,0.477,0.56,4,150.76,2.0,51.0,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001338,0.888,0.312,4,77.48,1.0,18.0,0.0,4.2,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-001339,0.303,0.645,15,295.46500000000003,7.5,79.0,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-001340,0.616,0.583,4,175.0633333333333,3.6666666666666665,57.666666666666664,0.0,3.75,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001341,0.193,0.827,8,460.61,5.0,76.0,0.0,3.75,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-001342,0.51,0.696,3,226.89600000000002,3.4,76.1,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001343,0.741,0.448,2,164.62666666666667,2.0,21.666666666666668,0.0,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-001344,0.858,0.293,5,168.70666666666668,1.6666666666666667,28.0,0.3333333333333333,3.75,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-001345,0.157,0.76,12,432.09,7.0,113.0,1.0,3.6666666666666665,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-001346,0.628,0.633,3,205.01,1.5,49.5,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001347,0.466,0.643,4,182.84416666666667,2.3333333333333335,49.083333333333336,0.0,3.6666666666666665,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001348,0.177,0.829,7,458.6133333333333,3.0,79.0,0.0,3.0,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-001350,0.433,0.507,6,171.79999999999998,2.3333333333333335,40.666666666666664,0.0,4.4,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001351,0.399,0.616,15,277.02,4.0,64.0,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-001352,0.637,0.68,6,193.87,4.0,64.0,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001353,0.709,0.618,3,207.25,2.0,79.0,0.0,3.6666666666666665,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001354,0.568,0.688,2,196.8375,2.25,50.5,0.0,3.6666666666666665,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001355,0.273,0.771,7,390.23999999999995,5.4,80.6,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-001356,0.285,0.889,9,335.13,3.5,75.0,0.0,3.0,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-001357,0.116,0.782,12,288.3666666666667,5.666666666666667,75.33333333333333,0.0,3.5,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-001358,0.514,0.581,4,187.35333333333332,1.8333333333333333,73.83333333333333,0.0,3.75,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001359,0.559,0.676,5,217.96333333333334,3.0,78.0,0.0,3.5,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001360,0.457,0.622,7,134.41,2.3333333333333335,60.666666666666664,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001361,0.725,0.221,5,153.76999999999998,2.0,30.5,0.0,4.4,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-001362,0.459,0.739,10,371.555,8.0,62.5,0.0,4.142857142857143,0,"Happy VIP (High Spend, High Sat)"
CUST-001364,0.723,0.566,6,143.22,2.3333333333333335,62.666666666666664,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001365,0.138,0.784,8,392.415,4.0,60.75,0.0,3.5,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-001366,0.405,0.766,10,406.28999999999996,2.4,85.2,0.0,3.3333333333333335,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-001367,0.829,0.324,4,116.3475,2.0,37.25,0.0,3.6666666666666665,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-001368,0.818,0.313,5,96.39,1.0,19.0,0.0,3.8,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-001369,0.759,0.446,5,172.435,1.5,22.0,0.0,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-001370,0.509,0.512,3,179.39,2.0,76.0,1.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001371,0.771,0.283,5,167.89249999999998,1.5,30.75,0.0,3.5,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-001372,0.429,0.789,15,356.035,3.5,62.5,0.0,3.6,0,"Happy VIP (High Spend, High Sat)"
CUST-001373,0.431,0.538,6,210.29,3.5,57.0,0.0,3.6666666666666665,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001374,0.816,0.442,3,106.26666666666667,1.3333333333333333,8.666666666666666,0.0,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-001375,0.593,0.584,3,156.32999999999998,2.25,51.5,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001376,0.383,0.697,11,379.63750000000005,4.0,81.0,0.0,3.5,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-001377,0.739,0.681,4,172.93599999999998,2.6,68.0,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001378,0.175,0.751,7,374.25,6.0,79.5,0.0,3.6666666666666665,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-001379,0.532,0.647,6,101.07,5.0,38.0,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001380,0.88,0.337,4,158.495,2.0,26.5,0.0,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-001381,0.218,0.943,9,484.67,5.333333333333333,60.333333333333336,0.0,3.5,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-001382,0.514,0.685,5,260.28499999999997,2.25,42.0,0.25,3.8,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001383,0.263,0.884,10,305.405,7.0,67.0,0.0,3.5,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-001384,0.938,0.312,4,93.62,3.0,32.0,0.0,3.8,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-001385,0.474,0.747,15,385.645,5.0,31.0,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-001386,0.865,0.272,4,133.715,1.0,22.5,0.0,4.333333333333333,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-001387,0.14,0.887,6,465.02750000000003,5.75,73.5,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-001388,0.25,0.802,7,497.34,6.666666666666667,73.0,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-001389,0.546,0.572,3,186.625,3.1666666666666665,53.666666666666664,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001390,0.471,0.601,10,331.055,6.0,63.0,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-001391,0.168,0.85,9,457.18500000000006,6.0,78.5,0.0,3.5555555555555554,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-001392,0.557,0.571,7,164.128,3.6,55.2,0.2,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001393,0.728,0.624,3,159.345,2.0,69.0,0.0,3.5,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001394,0.831,0.372,4,118.355,2.5,20.5,0.5,3.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-001395,0.178,0.901,7,343.096,7.2,70.6,0.0,3.3333333333333335,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-001396,0.859,0.393,3,163.2,2.0,44.0,0.5,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-001397,0.895,0.339,3,120.145,1.25,36.0,0.0,4.333333333333333,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-001398,0.491,0.501,8,177.89999999999998,1.3333333333333333,68.66666666666667,0.0,4.5,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001399,0.468,0.794,9,376.01666666666665,3.3333333333333335,95.66666666666667,0.0,3.6666666666666665,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-001400,0.499,0.699,8,257.2133333333333,3.0,56.666666666666664,0.3333333333333333,3.4,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001401,0.834,0.306,3,113.54400000000001,1.2,30.2,0.0,3.75,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-001402,0.3,0.806,6,240.45,7.0,66.0,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-001403,0.46,0.505,4,202.798,1.8,54.0,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001404,0.27,0.823,8,267.53,5.0,105.0,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-001405,0.553,0.66,6,148.12666666666667,3.0,78.0,0.0,3.3333333333333335,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001406,0.664,0.52,5,216.87,2.3333333333333335,57.0,0.0,3.6666666666666665,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001407,0.354,0.61,9,394.8533333333333,2.6666666666666665,64.33333333333333,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-001408,0.902,0.301,3,135.2566666666667,1.0,38.166666666666664,0.0,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-001409,0.437,0.684,6,376.54499999999996,3.0,54.0,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001410,0.125,0.898,9,512.885,5.25,71.5,0.0,3.3333333333333335,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-001411,0.475,0.715,11,342.53,6.5,53.0,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-001412,0.653,0.578,5,168.276,3.2,70.6,0.2,3.3333333333333335,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001413,0.516,0.554,5,280.95,1.0,44.0,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001414,0.1,0.773,10,412.03499999999997,6.5,52.0,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-001415,0.416,0.793,11,403.35,6.0,51.0,0.0,3.5,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-001416,0.237,0.777,11,455.35,8.0,75.0,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-001417,0.266,0.753,7,320.95,5.0,69.5,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-001418,0.917,0.281,4,90.22,1.5,18.5,0.5,4.333333333333333,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-001419,0.572,0.529,6,128.69,3.0,43.0,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001420,0.387,0.65,15,504.225,5.5,97.5,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-001421,0.322,0.657,15,373.34749999999997,5.25,71.0,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-001422,0.191,0.811,12,301.38,6.2,82.6,0.0,3.8,0,"Happy VIP (High Spend, High Sat)"
CUST-001423,0.354,0.696,15,358.44,5.0,81.5,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-001424,0.59,0.602,7,193.63625,2.875,59.125,0.0,3.5,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001425,0.354,0.732,9,321.35,4.0,64.0,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-001426,0.727,0.425,3,166.125,1.0,34.0,0.5,3.5,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-001427,0.832,0.237,5,112.43,2.0,12.0,0.0,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-001428,0.548,0.522,4,334.97,1.0,59.0,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001429,0.48,0.668,6,203.92000000000002,2.0,34.75,0.0,3.6666666666666665,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001430,0.478,0.665,13,371.475,5.5,63.0,0.0,3.6666666666666665,0,"Happy VIP (High Spend, High Sat)"
CUST-001431,0.592,0.503,4,133.4466666666667,3.0,35.333333333333336,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001432,0.141,0.832,11,386.4525,5.5,91.25,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-001433,0.754,0.293,5,177.51,2.25,37.5,0.0,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-001434,0.861,0.422,2,136.82,2.0,46.0,0.0,3.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001435,0.558,0.607,6,180.232,2.6,46.4,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001436,0.431,0.739,14,230.63,5.0,79.0,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-001437,0.418,0.617,8,116.2,3.0,51.666666666666664,0.3333333333333333,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001438,0.451,0.711,12,435.212,4.8,54.6,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-001439,0.431,0.647,4,247.4525,5.0,51.5,0.0,3.5,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001440,0.112,0.84,8,367.49666666666667,5.333333333333333,82.83333333333333,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-001441,0.252,0.917,9,316.405,1.0,68.0,0.0,3.0,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-001442,0.475,0.607,3,198.2266666666667,2.6666666666666665,45.666666666666664,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001443,0.131,0.772,11,501.59,6.0,62.0,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-001444,0.721,0.606,5,259.5325,3.0,56.25,0.0,3.75,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001445,0.849,0.365,5,107.6,1.0,0.0,0.0,4.5,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-001446,0.852,0.432,5,117.98,3.0,19.0,0.0,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-001447,0.634,0.685,2,155.73333333333332,1.3333333333333333,72.33333333333333,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001448,0.407,0.771,8,359.24,4.0,54.0,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-001449,0.919,0.4,2,105.17666666666666,1.3333333333333333,38.666666666666664,0.0,3.6666666666666665,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-001450,0.721,0.331,3,216.36333333333334,1.3333333333333333,16.0,0.0,4.333333333333333,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-001451,0.486,0.67,8,173.7575,5.25,41.5,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001452,0.656,0.514,5,210.6925,2.0,64.25,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001453,0.948,0.284,2,103.785,2.0,32.0,0.5,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-001454,0.406,0.564,3,160.656,3.2,47.4,0.0,3.25,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001455,0.701,0.588,6,136.47,3.5,68.0,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001456,0.298,0.813,12,421.22,8.0,62.0,0.0,3.4,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-001457,0.721,0.403,4,135.79000000000002,1.0,13.5,0.0,3.6666666666666665,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-001458,0.892,0.238,2,184.4075,2.0,30.75,0.0,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-001459,0.51,0.587,4,186.935,2.2,68.2,0.1,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001460,0.859,0.222,5,106.98,1.6666666666666667,26.333333333333332,0.0,5.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-001461,0.759,0.237,4,128.59,1.5,34.5,0.25,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-001463,0.148,0.87,12,388.51,8.0,71.0,0.0,3.5,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-001464,0.556,0.691,3,282.59999999999997,2.6666666666666665,57.333333333333336,0.0,3.5,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001465,0.309,0.624,8,315.0933333333333,5.666666666666667,57.5,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-001466,0.565,0.671,3,209.9333333333333,2.6666666666666665,62.666666666666664,0.3333333333333333,3.6666666666666665,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001467,0.453,0.706,9,455.20000000000005,3.5,69.5,0.0,3.7142857142857144,0,"Happy VIP (High Spend, High Sat)"
CUST-001468,0.855,0.274,4,144.5,1.0,12.5,0.0,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-001469,0.104,0.926,7,431.28,6.0,98.0,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-001471,0.25,0.902,12,343.71799999999996,6.2,92.0,0.0,3.6666666666666665,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-001472,0.174,0.859,11,523.375,5.75,92.75,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-001473,0.777,0.398,2,134.675,1.5,6.0,0.0,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-001474,0.174,0.861,8,384.29857142857145,6.428571428571429,94.14285714285714,0.0,3.75,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-001475,0.493,0.666,5,245.3825,3.25,43.5,0.0,3.3333333333333335,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001476,0.358,0.641,11,348.9125,4.75,48.75,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-001477,0.517,0.677,3,205.15500000000003,4.0,35.5,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001478,0.85,0.332,2,205.12800000000001,1.4,15.6,0.0,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-001479,0.76,0.223,5,81.63,1.0,0.0,0.0,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-001480,0.756,0.421,5,127.27666666666666,3.1666666666666665,12.833333333333334,0.0,3.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-001481,0.598,0.519,3,159.72333333333333,3.0,36.333333333333336,0.0,4.333333333333333,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-001482,0.305,0.762,9,497.34,5.0,61.333333333333336,0.6666666666666666,3.8333333333333335,0,"Happy VIP (High Spend, High Sat)"
CUST-001483,0.219,0.935,11,453.4866666666667,7.0,72.0,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-001484,0.546,0.665,3,146.4475,2.75,36.25,0.0,3.8333333333333335,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001485,0.443,0.574,3,154.9283333333333,2.0,63.5,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001486,0.702,0.674,6,244.5333333333333,2.0,71.0,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001487,0.379,0.695,11,389.87,7.0,53.0,0.0,3.6666666666666665,0,"Happy VIP (High Spend, High Sat)"
CUST-001488,0.332,0.643,15,224.60000000000002,3.5,65.5,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-001489,0.805,0.223,4,157.23,2.0,4.333333333333333,0.0,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-001490,0.381,0.749,11,309.28499999999997,4.0,67.5,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-001491,0.607,0.693,2,277.96999999999997,2.5,71.0,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001492,0.712,0.688,6,188.52,2.0,33.0,0.0,3.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001493,0.599,0.621,3,238.375,1.0,60.5,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001494,0.78,0.386,4,126.45222222222222,1.4444444444444444,33.666666666666664,0.0,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-001495,0.41,0.586,6,146.715,2.75,57.5,0.0,3.5,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001496,0.412,0.78,12,433.45714285714286,6.0,49.57142857142857,0.0,3.6666666666666665,0,"Happy VIP (High Spend, High Sat)"
CUST-001498,0.273,0.933,6,371.7366666666667,6.333333333333333,75.33333333333333,0.3333333333333333,3.8333333333333335,0,"Happy VIP (High Spend, High Sat)"
CUST-001499,0.794,0.381,2,125.03,2.0,24.0,0.0,3.5,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-001500,0.499,0.716,8,381.48199999999997,5.6,74.6,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-001501,0.598,0.617,7,180.9975,3.5,39.25,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001502,0.574,0.631,3,226.1775,2.75,45.0,0.0,3.75,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001503,0.457,0.716,13,310.95,5.75,65.0,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-001504,0.705,0.325,3,114.644,1.4,26.0,0.2,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-001505,0.437,0.656,6,224.03714285714287,4.857142857142857,48.285714285714285,0.0,3.5,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001506,0.592,0.511,4,205.4925,2.5,49.25,0.25,3.6,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001507,0.491,0.584,8,158.73499999999999,2.5,52.75,0.0,3.6666666666666665,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001508,0.936,0.381,4,226.47,1.0,38.0,0.0,5.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-001509,0.63,0.631,2,190.73250000000002,2.25,75.0,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001511,0.57,0.529,6,189.785,3.0,60.25,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001512,0.41,0.715,8,362.89,6.0,71.0,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-001513,0.32,0.766,13,394.7833333333333,4.0,63.666666666666664,0.0,4.4,0,"Happy VIP (High Spend, High Sat)"
CUST-001514,0.45,0.538,7,130.735,5.5,64.0,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001515,0.568,0.68,5,176.58800000000002,2.2,60.4,0.0,3.6666666666666665,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001516,0.667,0.603,2,188.81,1.0,52.5,0.0,3.6666666666666665,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001517,0.596,0.577,7,189.07,1.5,48.0,0.0,3.6,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001518,0.906,0.206,4,147.725,1.0,40.25,0.25,4.333333333333333,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-001519,0.221,0.922,12,435.305,6.5,84.5,0.0,3.3333333333333335,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-001520,0.646,0.589,3,268.086,2.6,75.2,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001521,0.479,0.688,15,453.145,2.5,72.5,0.0,4.25,0,"Happy VIP (High Spend, High Sat)"
CUST-001522,0.453,0.682,9,325.5,6.0,79.0,0.0,3.3333333333333335,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-001523,0.545,0.665,7,161.93,3.0,59.0,0.0,3.5,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001524,0.413,0.656,3,301.65999999999997,4.0,22.5,0.0,4.25,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001525,0.491,0.518,8,174.49,2.3333333333333335,31.333333333333332,0.6666666666666666,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-001526,0.929,0.3,2,125.78,2.0,9.5,0.0,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
